contrast_id	ENSEMBL	SYMBOL	GENENAME	ENTREZID	log2fc_isst_flight_vs_gc	stat_isst_flight_vs_gc	pvalue_isst_flight_vs_gc	padj_isst_flight_vs_gc	group_mean_isst_gc	group_stdev_isst_gc	group_mean_isst_flight	group_stdev_isst_flight
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000001	Gnai3	G protein subunit alpha i3	14679	-0.0831718683838641	-0.461290473756206	0.644590218626726	0.980031491204562	7446.5399733436	2161.5459754901	7029.01597668987	1459.53889922293
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000028	Cdc45	cell division cycle 45	12544	-0.396824393652829	-1.84520091710769	0.0650083171562854	0.58523498377549	130.576647206388	66.3381112444221	99.8585002484544	23.4016682728837
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000031	H19	H19, imprinted maternally expressed transcript	14955	-0.275289745115971	-0.309224855641382	0.757150487752508	0.987096661702213	2742.80739378907	8127.67953472248	249.881459543355	394.577380274418
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000037	Scml2	Scm polycomb group protein like 2	107815	-0.0907046780899286	-0.254212967880503	0.799331032701788	0.990185110174153	39.4936686260998	23.0397946010001	36.9963656174369	17.3307460337035
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000049	Apoh	apolipoprotein H	11818	-2.17427860576378	-2.74512906758973	0.0060487103536757	0.174786380831745	4234.89407231903	8250.02523468137	5258.39180357801	13479.0111405889
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000056	Narf	nuclear prelamin A recognition factor	67608	-0.300086463795607	-1.96665445832197	0.0492230605713063	0.518365473334046	1268.03935941507	529.468947785899	1031.22903634627	345.470779716805
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000058	Cav2	caveolin 2	12390	-0.102347572861994	-0.438185195069825	0.661252039865787	0.98154713951488	21385.9869990845	9703.97860797392	19920.9325219081	5098.83817739026
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000078	Klf6	Kruppel-like transcription factor 6	23849	-0.197568608917048	-1.28248379591889	0.199672985677163	0.824285968726977	15558.0395669498	6063.15674227304	13566.1883680692	3279.73033337876
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000085	Scmh1	sex comb on midleg homolog 1	29871	0.182501327149959	1.55229182891768	0.120592412166653	0.709121118471876	1129.24971636674	319.551228374799	1280.39433780155	234.753962146297
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000088	Cox5a	cytochrome c oxidase subunit 5A	12858	-0.395348223370896	-1.59493335261734	0.110727140313273	0.692356671264408	2870.02746163587	1907.65769923867	2182.59556856086	879.782845956334
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000093	Tbx2	T-box 2	21385	0.27872904996	0.790448737115326	0.429265748914677	0.940452234331191	1766.1162555954	1187.60654132555	2142.52925453829	709.168892812901
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000094	Tbx4	T-box 4	21387	0.303509404592436	1.11347468724186	0.265504613798602	0.868199884767977	1468.7635277004	782.332359847675	1812.49046211952	432.786670331117
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000120	Ngfr	nerve growth factor receptor (TNFR superfamily, member 16)	18053	-0.744823509081653	-1.25331374575772	0.210091547887208	0.832953381586836	132.244367776654	245.494038262175	79.3675369553867	100.141042381912
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000125	Wnt3	wingless-type MMTV integration site family, member 3	22415	0.154975554356725	0.226715221910727	0.82064518992496		2.39106655573205	1.2241374811742	2.65943755694591	2.35909572703743
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000126	Wnt9a	wingless-type MMTV integration site family, member 9A	216795	-0.342184778701674	-1.35908857083756	0.174118524059855	0.79518443864438	203.205084897677	97.942393852148	160.787390156186	49.7414913369636
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000127	Fer	FER tyrosine kinase	14158	-0.0482924926094296	-0.241077914987049	0.809494729328819	0.992101168833211	1826.30328945855	592.204942185043	1765.90803622259	628.630801246806
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000131	Xpo6	exportin 6	74204	-0.236998147232385	-1.58968551060536	0.111905711319614	0.695002702720654	3000.10772747903	971.891000969107	2542.53389776026	463.350833788994
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000134	Tfe3	transcription factor E3	209446	-0.0510621031511206	-0.213400259356615	0.831014778225364	0.99275514340558	1012.84252707708	451.620185504307	977.931861959589	290.144829619729
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000142	Axin2	axin 2	12006	-0.185748757806163	-0.696916393599015	0.485855117715534	0.95292453224227	883.252346917492	419.188185011707	776.82567549526	220.217057936365
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000148	Brat1	BRCA1-associated ATM activator 1	231841	-0.11311569487882	-0.454348027685621	0.649578353160994	0.980370637419638	476.595301133766	212.357607561549	441.195065191759	127.630808569129
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000149	Gna12	guanine nucleotide binding protein, alpha 12	14673	0.0074570120621635	0.0232541449219564	0.981447548863077	0.999308323806114	2303.25602901413	1218.38196878901	2315.56370659179	862.461191458699
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000154	Slc22a18	solute carrier family 22 (organic cation transporter), member 18	18400	0.444813236369216	0.91269809383826	0.361401346725801	0.91992065329962	237.484717325648	245.012999082631	323.280907012696	437.474631108327
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000157	Itgb2l	integrin beta 2-like	16415	0.854303255124517	1.41050883374743	0.158389489891543	0.770368841725958	5.30622916083175	3.89741152437849	8.36278352394105	7.72908384824014
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000159	Igsf5	immunoglobulin superfamily, member 5	72058	0.349468419154071	2.37652129213845	0.0174767527134219	0.314019019858865	567.359470987189	167.992662322259	722.660058623829	173.281056359894
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000167	Pih1d2	PIH1 domain containing 2	72614	0.262279949855082	1.1116157932033	0.266303379140387	0.868214012280446	344.299978414542	199.450337733801	412.036194172017	152.068847750154
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000168	Dlat	dihydrolipoamide S-acetyltransferase	235339	-0.783558771904594	-2.84880173720635	0.004388421823375	0.143145307869504	3666.13617156216	4170.13649220153	2130.33733332185	861.938151666821
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000171	Sdhd	succinate dehydrogenase complex, subunit D, integral membrane protein	66925	-0.248592531608417	-1.15606172317309	0.247655911070322	0.861970311422593	4152.51944720904	2402.66493439662	3495.83653015377	1645.8531925718
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000182	Fgf23	fibroblast growth factor 23	64654	-1.04973829751624	-0.582585063512568	0.56017266281305		5.03991553470114	7.46224730431955	2.94103349391122	4.79315608834409
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000183	Fgf6	fibroblast growth factor 6	14177	-0.153288938168008	-0.0852736380645541	0.932043848956379		2.88211933452088	5.37460231404946	2.74903473002408	4.29531003389756
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000184	Ccnd2	cyclin D2	12444	-0.523062096240009	-3.91570361308021	9.01409318568912e-05	0.0123689473087651	11108.2356546932	4428.23866001222	7730.837904111	1431.1470589174
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000194	Gpr107	G protein-coupled receptor 107	277463	-0.0052709688050216	-0.0649213364854022	0.948236632370253	0.998791210227286	2304.17123159316	278.757534785657	2294.33134844982	280.973430328384
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000197	Nalcn	sodium leak channel, non-selective	338370	0.0562392578385497	0.259862771741256	0.794969628798919	0.989272963681608	103.595548280656	38.0585471252739	107.017466552717	41.6135361345174
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000202	Btbd17	BTB domain containing 17	72014	0.457590853821063	0.64054135483758	0.521820712306726		1.98448430185147	0.926016888473976	2.63180057311407	2.24288005754183
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000204	Slfn4	schlafen 4	20558	0.621464843457798	1.79057800145602	0.07336103981429	0.609947489289236	462.997163059478	319.397014408868	710.89931540546	362.782856816207
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000214	Th	tyrosine hydroxylase	21823	-1.52685561428952	-0.665434268864671	0.505772772475407		4.46174707878117	8.93321031757705	1.10482674859887	0.331491285282304
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000215	Ins2	insulin II	16334	0.510214932134635	0.217724490082287	0.827643781066599		1.11576279813418	0.252713628487312	1.35211959992757	0.825887776533633
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000216	Scnn1g	sodium channel, nonvoltage-gated 1 gamma	20278	0.451443427042193	1.3209830983588	0.18650699985521	0.808372520778821	3291.51569544997	1774.04893735331	4500.50953059617	969.198955097974
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000223	Drp2	dystrophin related protein 2	13497	-0.993519340114419	-2.16032918534082	0.0307471951667814	0.412684485074581	249.952137317562	390.987812711737	126.091033311006	119.292320624247
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000244	Tspan32	tetraspanin 32	27027	-0.341822588637084	-1.15331593185241	0.248780733202472	0.863010326186039	733.309762736838	575.231456476872	578.894478560299	239.023261745859
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000247	Lhx2	LIM homeobox protein 2	16870	0.595700759064847	0.586558819743862	0.557500046625688		4.83523547707495	7.56955017461376	6.96451716375481	8.85186101062742
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000248	Clec2g	C-type lectin domain family 2, member g	70809	-1.55431503623844	-2.12231409463378	0.0338113706612359	0.435766765376569	58.594710811974	58.6452225133187	20.5658106757215	16.2902249966866
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000253	Gmpr	guanosine monophosphate reductase	66355	-0.436393181940899	-1.38335030538843	0.166557480172465	0.78273085726882	262.665020208251	196.501594590693	194.750597198186	73.0622414842204
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000266	Mid2	midline 2	23947	0.11769875769455	0.732114462329712	0.464098707264834	0.948395322421942	4737.64116753869	1851.78241839487	5139.53318251305	1055.20836562605
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000275	Trim25	tripartite motif-containing 25	217069	0.0892583473252461	1.24315688428538	0.213810027318259	0.836833010466436	4113.75491007915	395.637694500268	4377.26594636762	465.448090825398
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000276	Dgke	diacylglycerol kinase, epsilon	56077	-0.0114628760042817	-0.0745247163354701	0.9405928750559	0.998546404322362	1352.40634181317	357.300716574439	1340.85817673358	331.13962504966
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000278	Scpep1	serine carboxypeptidase 1	74617	-0.286789828402199	-1.33398545996391	0.182208621763081	0.802044474506234	2115.24012709717	1342.73114126715	1734.53460884982	664.703668909352
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000282	Mnt	max binding protein	17428	-0.261939611424548	-1.02093364953962	0.307285875309612	0.894947760145439	701.03560626875	297.996204609753	585.044073845096	183.030103134525
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000290	Itgb2	integrin beta 2	16414	0.0502978940604973	0.195115234854784	0.845302736098057	0.994045281437054	4352.5296164694	1994.45445930199	4507.21676344439	1928.05543719284
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000295	Hddc2	HD domain containing 2	69692	-0.138225109102207	-0.971431510679318	0.331333443450371	0.905922847684381	275.243217004353	59.1889764734711	249.853771621956	44.7093988699328
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000296	Tpd52l1	tumor protein D52-like 1	21987	-0.0908998359900372	-0.261378219896773	0.793800851400103	0.989260566852166	61.9682259163369	37.1842169135545	58.5573357219012	55.104178557886
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000301	Pemt	phosphatidylethanolamine N-methyltransferase	18618	-1.56137677881934	-2.58735189923405	0.0096716762395	0.227108711084704	443.962117855544	797.555484987354	737.232273199612	1832.87388900157
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000303	Cdh1	cadherin 1	12550	0.408658883796224	1.38010121207841	0.167555484154137	0.784502059053355	9790.4901899464	5260.51552580641	12995.894747226	1468.2878831965
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000305	Cdh4	cadherin 4	12561	0.462362868799315	1.74375619002344	0.0812016127220491	0.628794130347694	139.413274391113	78.0690644196133	192.178171117418	57.6005798953921
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000308	Ckmt1	creatine kinase, mitochondrial 1, ubiquitous	12716	0.396322756969831	1.34723506003024	0.17790453960059	0.79828259740181	373.556717146726	232.549263475233	491.496563203407	157.737534397169
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000317	Bcl6b	B cell CLL/lymphoma 6, member B	12029	0.0210871666561332	0.103419051779127	0.917630392087015	0.997691013697546	1015.51708790849	460.91490068353	1029.66956999549	205.277131175326
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000318	Clec10a	C-type lectin domain family 10, member A	17312	-1.89093322181056	-4.13960968277223	3.47897235822577e-05	0.0067283873277749	426.526091210357	650.877280534776	115.765032647641	103.976016178326
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000320	Alox12	arachidonate 12-lipoxygenase	11684	0.317962290043713	1.14139866456048	0.253704060176716	0.865081894960416	341.39165705683	117.504625366356	425.502882614539	191.779165977068
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000326	Comt	catechol-O-methyltransferase	12846	-0.565928888179082	-1.30436576346225	0.192108902553787	0.814896485991062	4670.63494800952	6579.57453234792	3155.64849631281	2971.93514195577
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000339	Rtca	RNA 3'-terminal phosphate cyclase	66368	-0.146653209481382	-1.42536221825138	0.15405252352087	0.764595927879253	726.404941799576	86.3174496678314	656.453714007671	86.8252794149457
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000340	Dbt	dihydrolipoamide branched chain transacylase E2	13171	-0.276820560152597	-1.30623371562397	0.191473090470117	0.814564454257048	1922.22855355212	1396.61433586765	1587.23365642544	845.909065390351
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000346	Dazap2	DAZ associated protein 2	23994	-0.0002434555798158	-0.0029486426458095	0.997647326966801	0.999917168293191	8264.01720985301	659.51984305303	8262.04377022592	855.226106731391
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000355	Mcts1	malignant T cell amplified sequence 1	68995	-0.182829486890013	-0.702839178229841	0.482155978459094	0.95292453224227	966.944424939105	391.203928434215	851.743457886344	262.159699568126
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000359	Rem1	rad and gem related GTP binding protein 1	19700	0.316029631961764	1.52625911357957	0.126945346805789	0.718133115213308	174.999096916698	61.9475057320376	217.946125867147	53.2867070768823
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000365	Rnf17	ring finger protein 17	30054	-0.946193581932878	-2.3165719472317	0.0205270609841437	0.340688162401257	41.6189802202239	29.5205956761504	21.769899234148	8.30578069714596
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000374	Trappc10	trafficking protein particle complex 10	216131	-0.0119937057808731	-0.0697517769169803	0.944391230082131	0.998586475376332	2958.29217870393	886.595950357431	2934.54417745731	589.092344943699
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000378	Ccm2	cerebral cavernous malformation 2	216527	-0.174054116595478	-0.502890287388836	0.615041410161136	0.976246027629137	940.402672721441	602.18603188898	834.038148072535	346.197067379176
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000384	Tbrg4	transforming growth factor beta regulated gene 4	21379	-0.121372374895131	-0.396899731837645	0.691441401961022	0.984201211584897	377.651329191393	229.683726074356	347.56964020171	124.654577219546
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000385	Tmprss2	transmembrane protease, serine 2	50528	0.416937179535641	1.55215760965728	0.120624516229584	0.709121118471876	2111.32118037394	1099.40030361067	2818.6338107803	443.636553678465
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000386	Mx1	MX dynamin-like GTPase 1	17857	0.657323170662475	2.28887149658296	0.0220868198145934	0.350415860443455	137.735485070827	63.9765336025877	219.116498628	170.522895045253
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000392	Fap	fibroblast activation protein	14089	-0.972249280398565	-2.63688183604266	0.0083671972361091	0.208271560482529	241.115134157638	178.475413514162	123.488928046589	62.2274521651964
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000394	Gcg	glucagon	14526	1.19769559112832	0.591430658085978	0.554231903575333		1.0	0.0	1.39573331601408	1.05651764659338
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000399	Ndufa9	NADH:ubiquinone oxidoreductase subunit A9	66108	-0.397668353914298	-1.79091376514387	0.0733071344039092	0.609947489289236	2466.35984933821	1979.52488875887	1872.93346098213	781.425774302676
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000402	Egfl6	EGF-like-domain, multiple 6	54156	0.188799960682969	0.793179774917843	0.42767308933922	0.94032669092579	2448.96681053731	1256.62786374116	2790.56914523586	500.972977291683
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000409	Lck	lymphocyte protein tyrosine kinase	16818	-0.254406204887461	-0.633364678285418	0.526495525482279	0.960499843095866	780.353554733476	862.623651665364	654.481494687203	366.077880177389
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000411	Tssk3	testis-specific serine kinase 3	58864	-2.29027275695882	-2.67427236165754	0.007489160086337		3.52760036361077	3.22695835665388	1.44982568839229	0.773482140828238
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000416	Cttnbp2	cortactin binding protein 2	30785	0.474539478611153	2.70224229832255	0.0068873551383772	0.188592215060003	269.03047147806	94.3308381540252	371.947791103596	118.202539647013
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000420	Galnt1	polypeptide N-acetylgalactosaminyltransferase 1	14423	-0.218585994075152	-1.49375333093526	0.135240103624395	0.734257272772173	6857.05167451836	1620.33720882359	5893.12406736281	1201.86493612288
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000435	Myf5	myogenic factor 5	17877	1.13892236589457	1.00412738251388	0.315317218417316	0.898535958595384	7.42414084685338	18.3159251464142	2.39311741262931	1.5149574177529
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000439	Mkrn2	makorin, ring finger protein, 2	67027	-0.421519162269766	-2.66692183978583	0.0076549472149425	0.197916645782547	1471.92070513439	537.382152429956	1099.43579139493	223.596176756771
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000440	Pparg	peroxisome proliferator activated receptor gamma	19016	-1.7065367436755	-4.66276379324884	3.11990780002567e-06	0.0012562487767906	1825.77215318191	2669.94189906049	560.171122333498	184.749935888073
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000441	Raf1	v-raf-leukemia viral oncogene 1	110157	0.120043847758046	1.33645882592584	0.181399349825518	0.801426628160185	3693.6051734112	617.967941734851	4016.77620751587	539.95107909839
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000486	Septin1|Gm4532	septin 1|predicted gene 4532	54204|100043580	-0.0254643307290656	-0.0760816165027282	0.939354165650341	0.998443044145363	468.87884090578	360.446739131076	461.169841872187	217.953247197036
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000489	Pdgfb	platelet derived growth factor, B polypeptide	18591	0.0587295548548575	0.141390114626783	0.887561763205153	0.996203395749691	1383.7359387051	842.06314421297	1441.41407604135	646.454793288334
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000530	Acvrl1	activin A receptor, type II-like 1	11482	0.328776672251144	0.90545405792237	0.365224888312232	0.922127743311379	8111.51494743383	5539.90149432493	10187.642258975	3950.06625767009
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000531	Tamalin	trafficking regulator and scaffold protein tamalin	56149	0.204538002181482	0.614927589603227	0.53860254158974	0.96349727594259	371.902252366908	207.161186764044	428.652093384628	152.681307027451
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000532	Acvr1b	activin A receptor, type 1B	11479	0.077036244679168	0.376809744273614	0.706314998740927	0.984618171506329	1653.81509362319	566.243060480103	1744.88565170472	475.090376125403
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000538	Tom1l2	target of myb1-like 2 (chicken)	216810	0.128611555341684	0.582838167510792	0.560002248484839	0.966126832911839	2372.92726364449	848.161776389533	2594.8170765129	585.363787136326
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000544	Gpa33	glycoprotein A33 transmembrane	59290	1.26015390136817	1.54951664569502	0.121257573203398		2.25221396415279	1.94717994589814	3.41818914485198	2.91988204755822
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000552	Zfp385a	zinc finger protein 385A	29813	-0.505427701989432	-0.956413783713031	0.338863223621791	0.909436024759444	159.583827638238	167.977816777964	112.821306805307	62.8178880932528
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000555	Itga5	integrin alpha 5 (fibronectin receptor alpha)	16402	0.298513989472288	0.970063796124163	0.332014693594448	0.906143654336511	1191.8289558106	579.390123721076	1465.9164025359	504.345178662273
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000560	Gabra2	gamma-aminobutyric acid type A receptor subunit alpha 2	14395	-2.39183447922134	-1.78293507091677	0.0745968733028783		6.8170350320236	10.6495414441114	2.06304873371973	2.09839271229275
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000561	Wdr77	WD repeat domain 77	70465	-0.0755496966554526	-0.789641604849389	0.429737103433233	0.940452234331191	1696.01105341548	299.081245382884	1608.56602366245	122.276647348192
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000562	Adora3|Tmigd3	adenosine A3 receptor|transmembrane and immunoglobulin domain containing 3	11542|69296	-0.112664590506607	-0.515552333388057	0.606167109417612	0.975351700946335	26.7910654419041	6.66567180789079	24.8883546196477	10.0923833761571
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000563	Atp5pb	ATP synthase peripheral stalk-membrane subunit b	11950	-0.189247269598556	-0.730566687400714	0.465043865852999	0.948395322421942	10186.5608582066	4043.34339272792	8934.38375518176	3841.15172199484
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000567	Sox9	SRY (sex determining region Y)-box 9	20682	0.176589780639555	0.583098603114527	0.559826924044123	0.966126832911839	41.7830931074711	25.7672162398898	47.3627616476557	22.3213629339592
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000568	Hnrnpd	heterogeneous nuclear ribonucleoprotein D	11991	-0.0793717700021392	-0.35708524155819	0.721027992665626	0.984618171506329	3197.4264207866	1536.51791022632	3025.90036672348	1169.12429688207
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000579	Dynlt1c	dynein light chain Tctex-type 1C	100040563	0.210174439570358	1.19993844992762	0.23016324565769	0.847948532673463	389.626454383003	141.68397784447	449.517173284237	85.0893871677473
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000581	C1d	C1D nuclear receptor co-repressor	57316	-0.247284569541952	-1.68250228194909	0.0924714827978368	0.655142804810171	1753.37272380084	593.92776780585	1477.49704619485	497.480793889968
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000594	Gm2a	GM2 ganglioside activator protein	14667	-0.34956879956688	-1.64583334468985	0.0997980751435171	0.671021166623341	4743.18004504223	2927.418417235	3723.18387019294	1258.95691053394
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000600	Krit1	KRIT1, ankyrin repeat containing	79264	-0.0913217738550396	-0.382135038015284	0.702361203805262	0.984618171506329	4230.28094736591	2108.38542969696	3970.38815604688	1784.08304178446
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000605	Clcn4	chloride channel, voltage-sensitive 4	12727	-0.0875332202246129	-1.06758396410017	0.28570822031778	0.883230283311762	4182.26077992577	440.360908797861	3936.35877769308	492.039792524602
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000617	Grm6	glutamate receptor, metabotropic 6	108072	0.235674034075471	0.320648692699498	0.748476632952911	0.986258448527923	4.97973799000571	5.80870067037212	5.90000546285989	5.07069226226591
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000627	Sema4f	sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain	20355	0.291938822681149	0.809527863984741	0.418211582038664	0.937997207138384	344.164948943678	269.459113847368	421.288598909741	160.033704309013
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000628	Hk2	hexokinase 2	15277	-1.30169966701245	-4.71927115919348	2.36691143062286e-06	0.0010381442599814	2507.19740853998	2334.59813589927	1017.82275623416	285.011519012049
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000631	Myo18a	myosin XVIIIA	360013	-0.0650318988547502	-0.267008633296323	0.789462513932392	0.98886860778221	3808.02058575338	2237.01153096483	3641.00007410796	1041.5922524719
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000632	Sez6	seizure related gene 6	20370	-2.79722318022752	-1.71993334830277	0.0854445578199589		7.46811013534018	12.6354915199781	2.268154817866	2.34305980196838
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000673	Haao	3-hydroxyanthranilate 3,4-dioxygenase	107766	0.639554744275247	1.09724434012226	0.272534594942089	0.875024487607093	921.219701870457	1455.11679902627	1434.91530273864	3275.85118899322
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000682	Cd52	CD52 antigen	23833	-0.518911452388543	-1.45540263726925	0.145557826739619	0.752601728721635	3136.23021710451	3543.53969239861	2189.11526356329	1126.15689726075
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000686	Abhd15	abhydrolase domain containing 15	67477	-0.783692616516063	-1.77273474367506	0.0762726710821092	0.61531050504444	507.254213866008	764.214796442973	295.262348923215	350.430535204851
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000690	Hoxb6	homeobox B6	15414	0.591926486401653	1.93634930264302	0.0528249342046477	0.53592558779152	22.7932415602612	13.4121067886867	34.2286654667478	9.76204847864111
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000693	Loxl3	lysyl oxidase-like 3	16950	0.0189784191402083	0.113357240262524	0.909747338465529	0.997525553460582	282.528220254523	83.2363286491837	287.703652339769	65.8554425141579
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000706	Btn1a1	butyrophilin, subfamily 1, member A1	12231	-0.177509034360391	-0.132311006246384	0.894738302187406		1.29541019341021	0.404021490202024	1.20452677355398	0.476583440765862
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000708	Kat2b	K(lysine) acetyltransferase 2B	18519	-0.362760631615994	-1.27903210421877	0.200885750779006	0.826158071288194	5768.3756851668	3220.01260079011	4484.93843959104	1316.06965709848
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000711	Rab5b	RAB5B, member RAS oncogene family	19344	-0.0391872249144483	-0.380856065282307	0.70331005467677	0.984618171506329	6191.78683768916	1439.48753651241	6027.08873525664	1070.72948363693
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000000730	Dnmt3l	DNA methyltransferase 3-like	54427	-1.02049667531536	-1.76358410414202	0.0778020259065541	0.619617557395887	21.1758398619837	35.9650717034465	10.9935837710736	9.78699029805929
