contrast_id	ENSEMBL	SYMBOL	GENENAME	ENTREZID	log2fc_isst_flight_vs_gc	stat_isst_flight_vs_gc	pvalue_isst_flight_vs_gc	padj_isst_flight_vs_gc	group_mean_isst_gc	group_stdev_isst_gc	group_mean_isst_flight	group_stdev_isst_flight
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025735	Rhbdl1	rhomboid like 1	214951	-2.24936152863927	-3.07695813070454	0.0020912467258687	0.0947697455365107	50.16076947125	79.6099988766278	11.3502931254337	9.15189634197052
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025736	Jmjd8	jumonji domain containing 8	72106	-0.142998570069526	-0.435049669668333	0.663526374808752	0.98154713951488	942.691033817056	551.217308243717	854.319710028146	350.508895990441
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025737	Wdr24	WD repeat domain 24	268933	-0.111372520325659	-0.277114760529464	0.781691988230734	0.98886860778221	480.877236993714	269.497622643123	445.494136408497	189.155926596678
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025738	Fbxl16	F-box and leucine-rich repeat protein 16	214931	0.340607757208167	1.72721274392172	0.0841294629398511	0.633311316522961	78.8158842726427	25.6300547088673	100.043551004123	22.9636208611979
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025739	Gng13	guanine nucleotide binding protein (G protein), gamma 13	64337	-0.737279797325915	-1.10000282378823	0.271330891557851	0.873138466353291	7.94945388043883	6.32981790817273	5.29550915564534	2.93741500940064
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025742	Prps2	phosphoribosyl pyrophosphate synthetase 2	110639	-0.105469815868784	-0.563774192911261	0.572907817189842	0.970808893961324	4244.32876935319	1691.77028876231	3944.3524060803	1029.63793476376
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025743	Sdc3	syndecan 3	20970	-0.112924624416325	-0.349402431622177	0.726787208053973	0.984618171506329	3169.3577041177	1654.12470866809	2931.0584957468	1381.3562350766
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025745	Hadha	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	97212	-0.07780621370572	-0.434265077012512	0.664095960810249	0.98154713951488	8955.54094115724	9207.30915611444	5905.67201636584	2249.5177362104
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025746	Il6	interleukin 6	16193	-0.25257220753913	-0.54971513058964	0.582514777308932	0.972163453906485	23.2610232353404	12.6714462403035	19.6960173716926	13.9501038518026
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025747	Tyms	thymidylate synthase	22171	-0.0411378992925227	-0.22011568636942	0.825781058436101	0.99275514340558	373.586981774054	168.203851132908	363.148183987929	111.205942180832
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025754	Agbl1	ATP/GTP binding protein-like 1	244071	-1.74368836130414	-2.07284815576114	0.0381864131916978	0.4631776201553	69.0378069457466	131.8137361082	21.2959779264385	16.421230778822
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025757	Hspa4l	heat shock protein 4 like	18415	7.50980433181656e-05	0.0002798527735392	0.99977670979561	0.999961145649075	8525.99856169399	4505.59736429308	8526.32253020669	4792.29760407787
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025758	Plk4	polo like kinase 4	20873	-0.284839649291207	-1.4660631851143	0.142631074062738	0.748409408487285	461.952307726957	113.039734536271	379.284816702759	59.4122159619562
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025759	Mfsd8	major facilitator superfamily domain containing 8	72175	-0.449085227386857	-2.22176450283947	0.0262992248197432	0.381773971644523	1334.64879014424	662.914487173502	977.991707691362	240.151650022905
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025762	Larp1b	La ribonucleoprotein 1B	214048	-0.202599487031758	-1.12210030088115	0.261819795976663	0.868199884767977	1121.61198796108	487.414749488566	975.173916640848	412.665680257472
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025764	Jade1	jade family PHD finger 1	269424	-0.229436005284771	-1.8843691817975	0.0595150554517056	0.562234150771074	3737.84252406218	1152.15162232245	3188.87658356452	508.434591754931
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025766	D3Ertd751e	DNA segment, Chr 3, ERATO Doi 751, expressed	73852	-0.298355472478048	-1.07971362993431	0.280269722492029	0.879739840329922	1200.83491637556	617.718480473505	976.396117712999	472.021914887912
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025776	Crispld1	cysteine-rich secretory protein LCCL domain containing 1	83691	-0.0878541605588369	-0.451859298508422	0.651370347556605	0.980370637419638	241.456591116912	96.9043718834883	226.865612104291	45.9096089838046
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025777	Gdap1	ganglioside-induced differentiation-associated-protein 1	14545	-0.571504342289315	-1.22106432798844	0.222061664632385	0.842750093742373	14.3460504296795	7.49222797511292	10.1354501414422	6.69471753528847
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025779	Ly96	lymphocyte antigen 96	17087	-0.211584081771934	-0.704537598365268	0.481098043983032	0.952523004124078	204.146402434539	92.4670993496664	176.336610219735	61.524018390857
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025780	Itih5	inter-alpha-trypsin inhibitor, heavy chain 5	209378	-2.00882301203047	-4.38649625914581	1.15191145144106e-05	0.0030099201138612	6560.61026752386	10686.1520879098	1630.84120931769	1275.58772375482
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025781	Atp5f1c	ATP synthase F1 subunit gamma	11949	-0.388175305950902	-1.75612528810241	0.0790670180691901	0.622450031351105	7315.41141155883	4045.08982567171	5590.18368588396	1949.15026432405
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025782	Taf3	TATA-box binding protein associated factor 3	209361	0.0681607448494591	0.734435734313778	0.46268321457232	0.948395322421942	843.84148390675	140.165938087091	883.938538951981	120.168947846422
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025783				-1.65095977058934	-1.48387013395593	0.137843376499658		2.27621418577691	1.72616587065284	1.34467553347331	0.596856426241277
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025784	Clec3b	C-type lectin domain family 3, member b	21922	-0.008502294449747	-0.0205315386760252	0.983619353149743	0.999348664628304	351.909058656562	206.40804063529	350.085690876227	157.11027937235
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025785	Exosc7	exosome component 7	66446	0.407184949449992	4.41736266674325	9.99125115511853e-06	0.0027573607963148	1288.90224228436	286.514660279078	1709.42345690896	158.73890598359
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025786	Zdhhc3	zinc finger, DHHC domain containing 3	69035	0.250104540924118	1.85568510045264	0.0634984557561379	0.579364439183603	5348.20887628531	1152.77489225823	6360.65990919569	1348.23595826583
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025787	Tgm4	transglutaminase 4 (prostate)	331046	0.256924181450566	0.624907868537424	0.532031527738271	0.960972013770721	11.7934885645202	6.7450214916678	13.92452089444	8.72086132187793
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025789	St8sia2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	20450	0.434295034201362	1.96851539188905	0.0490087668932723	0.518365473334046	440.011461696034	177.689437228816	593.864784580098	178.131755967044
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025790	Slco3a1	solute carrier organic anion transporter family, member 3a1	108116	0.110095404632574	0.656333352354484	0.511609662481965	0.956363234751229	2983.26623552187	1191.88296155325	3219.43367577054	439.909993051424
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025791	Pgm1	phosphoglucomutase 1	72157	-0.841837180575271	-2.51154271332046	0.0120204738169725	0.255183126959791	3160.30802334141	3876.04746674229	1763.96076885755	1517.41384602868
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025792	Slc25a10	solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10	27376	-0.66147221476745	-1.32734073919709	0.184395993258487	0.805072420571905	1565.00073910736	1933.30357262908	989.907355822886	653.062141461361
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025793	Hgs	HGF-regulated tyrosine kinase substrate	15239	-0.0570000766065052	-0.267424998835896	0.789141953824603	0.98886860778221	1138.57548749657	406.148797152834	1095.62822031808	285.289761915366
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025794	Rpl14	ribosomal protein L14	67115	-0.11422963483821	-0.974932791793386	0.329593598840274	0.905382924853663	11783.0872353066	2863.86388418113	10886.6509267249	1785.02210688386
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025795	Rassf3	Ras association (RalGDS/AF-6) domain family member 3	192678	0.336660662146571	2.60914471460647	0.0090768847321947	0.220302809083169	5766.10593399214	1252.85895112309	7281.23220627556	1285.5345122979
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025804	Ccr1	C-C motif chemokine receptor 1	12768	-0.244476656358666	-0.903662180814822	0.366174558677245	0.922648698218147	781.047919138534	295.516119963787	659.283407940578	179.105451406679
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025808	Ccdc7a	coiled-coil domain containing 7A	74703	-0.89387321960422	-0.78336028393997	0.433415571748325		2.59668983135185	1.72785040880874	1.97410474664098	1.66566285137001
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025809	Itgb1	integrin beta 1 (fibronectin receptor beta)	16412	-0.0798846836827492	-0.499194483492538	0.61764238049078	0.976246027629137	39149.2721298413	12409.9278710439	37039.67008159	7056.02285121235
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025810	Nrp1	neuropilin 1	18186	0.12427021957146	1.3352605144378	0.18179109709716	0.801638137976913	13979.0205494143	1434.77117676174	15236.0247663436	1956.62790038362
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025812	Pard3	par-3 family cell polarity regulator	93742	0.111119543627152	0.828674988393594	0.407288342468162	0.934514093257656	3122.06658828174	871.022621031099	3372.51360236678	836.672224728233
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025813	Homer2	homer scaffolding protein 2	26557	0.0701074184710978	0.252086186462033	0.800974446861386	0.990830863072953	439.772414887492	253.553143169666	462.485023542716	431.19591086885
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025815	Dhtkd1	dehydrogenase E1 and transketolase domain containing 1	209692	-0.0516615708321308	-0.123149509024388	0.901988707085802	0.997462816777338	360.082932631221	444.019306669075	347.951020076753	576.174360686128
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025816	Sec61a2	SEC61 translocon subunit alpha 2	57743	0.0158162586973572	0.103592779042794	0.917492518320913	0.997691013697546	584.754431315009	124.207869355306	591.014024080331	143.901055282668
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025817	Nudt5	nudix hydrolase 5	53893	-0.417527467678723	-2.71023795393301	0.0067234953183209	0.185553361807414	1592.70301343719	633.729208422941	1193.05564601231	136.358866923062
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025821	Zfp282	zinc finger protein 282	101095	-0.0099345081485521	-0.0666560277196518	0.946855541211114	0.998791210227286	664.78742588564	207.156776635012	660.81087366053	114.080799439112
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025823	Pdia4	protein disulfide isomerase associated 4	12304	-0.153627358834354	-0.816873122783865	0.414000938866745	0.936409669035813	7749.0304164031	4126.02838012964	6966.9574171779	2257.40124853918
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025825	Iscu	iron-sulfur cluster assembly enzyme	66383	-0.24095000189278	-1.1521474743783	0.249260477494071	0.863010326186039	1907.00667885678	1087.56814814765	1614.28465870088	496.902901782691
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025854	Fam20c	FAM20C, golgi associated secretory pathway kinase	80752	-1.21407961208897	-2.63836273151957	0.008330741975519	0.208271560482529	772.006535335815	1117.88583600976	333.466161731407	262.304949993917
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025855	Prkar1b	protein kinase, cAMP dependent regulatory, type I beta	19085	0.149360049218797	0.663188042442873	0.507210128794134	0.956363234751229	525.63582042211	235.171210902065	583.06200523799	186.44624664912
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025856	Pdgfa	platelet derived growth factor, alpha	18590	-0.103787378457917	-0.627824387440881	0.530118988281329	0.960693387458396	990.776184575921	358.662892922932	921.920117542799	169.547693700731
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025857	Dnaaf5	dynein, axonemal assembly factor 5	433956	0.0371267795959265	0.153241866524693	0.878207542840912	0.994537711592688	440.73342838765	189.768656086999	452.649018502491	125.227391449501
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025858	Get4	golgi to ER traffic protein 4	67604	0.0114875346073102	0.0475643624152128	0.962063434539086	0.998950103491778	873.387268756387	279.113873755361	880.586155836224	271.314309928063
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025860	Xiap	X-linked inhibitor of apoptosis	11798	-0.127210461951562	-0.588768967411096	0.556016265834121	0.965476629364294	16028.5269123473	7701.01672718964	14675.0941644381	4710.76475973713
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025862	Stag2	STAG2 cohesin complex component	20843	-0.292081236931021	-1.16794219464071	0.242830082570411	0.857322479243127	17813.5826096397	9106.84369400125	14548.4153714432	4847.95542320802
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025867	Cplx2	complexin 2	12890	0.128476676115458	0.714198961857197	0.475104158740794	0.951745981835886	516.642893482459	136.792425319704	565.078213244023	123.917287911061
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025868	Higd2a	HIG1 domain family, member 2A	67044	-0.171879001114766	-0.507991021497813	0.611459639826861	0.975706367086468	970.026080373127	578.282813537537	861.478696146881	374.531208635286
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025869	Nop16	NOP16 nucleolar protein	28126	-0.248147582451824	-1.25028343422463	0.211196027670519	0.834113824869519	434.975517654063	186.449960325008	367.100000953957	112.993112845209
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025870	Arl10	ADP-ribosylation factor-like 10	56795	-0.0041455799858272	-0.0175117000533851	0.986028398985329	0.999348664628304	176.14300606405	65.5083543970612	176.235227428425	50.392452047446
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025871	4833439L19Rik	RIKEN cDNA 4833439L19 gene	97820	-0.133803685036917	-1.15265888767811	0.249050422331674	0.863010326186039	3946.37725256308	923.375367271475	3597.69171340821	580.193740415723
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025872	Thoc3	THO complex 3	73666	-0.156534660109768	-0.693739661461776	0.48784548848133	0.95292453224227	745.971029705889	354.96446496967	669.712991046355	221.527039059001
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025873	Faf2	Fas associated factor family member 2	76577	0.0089164575913142	0.0906506174090631	0.927770210591887	0.998174927609848	2257.28949798072	539.086114924731	2272.52581007816	393.046585568807
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025875	Tspan17	tetraspanin 17	74257	-0.336665239402844	-1.03504700786152	0.30064695857321	0.891449658403041	390.002430217151	229.535616518925	309.290085276245	112.250794496512
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025876	Unc5a	unc-5 netrin receptor A	107448	-0.613979070386447	-1.13682110541621	0.255613078532812	0.865924992163827	144.874859458964	128.096521735845	95.3333970512241	50.6176632817186
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025877	Hk3	hexokinase 3	212032	-0.351923361554338	-1.25907354034174	0.208003770553247	0.832508939021072	130.37986428602	61.5304693785751	103.107870056748	31.0777912560546
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025878	Uimc1	ubiquitin interaction motif containing 1	20184	-0.121603318995556	-0.705880099503649	0.480262704236946	0.952501790378842	2021.1941387291	702.891420798361	1857.03207098368	517.353698502181
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025880	Smad7	SMAD family member 7	17131	0.0767550132468363	0.235691856863057	0.813671789189369	0.992101168833211	2488.77714333415	1647.67086485945	2624.62482206206	762.631269474237
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025885	Myo5b	myosin VB	17919	0.318738183883792	2.06494644309557	0.0389280680404419	0.466870706645182	3132.12586888692	843.621609193538	3906.60033830599	844.045689272627
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025887	Casp12	caspase 12	12364	-0.427156130786435	-1.71050243214026	0.0871730040717324	0.638765908714168	1470.15982131844	569.93360502751	1093.53143278319	326.640227242322
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025888	Casp1	caspase 1	12362	-0.38363837532073	-1.2363961199254	0.216311357685503	0.838871364437936	890.776838161465	401.976491156581	682.956354881448	232.692290851864
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025889	Snca	synuclein, alpha	20617	-0.0100343512076156	-0.0253879007034463	0.97974556183873	0.999095127741839	1597.24065598549	1665.61343249699	1586.38273570831	901.789260225367
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025892	Gria4	glutamate receptor, ionotropic, AMPA4 (alpha 4)	14802	-1.13453802842598	-3.32865125068857	0.0008726760559818	0.0542649855367763	39.2391804735915	24.3718216227419	17.9894347508443	8.99053489817453
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025893	Kbtbd3	kelch repeat and BTB (POZ) domain containing 3	69149	-0.030930888655524	-0.102573684019757	0.918301329757961	0.997920395101606	462.72762320529	233.601157258048	452.682317373985	241.028214977336
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025894	Aasdhppt	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	67618	-0.342000847972788	-1.42193640441289	0.155044713706381	0.765578941146389	1368.68764242393	603.116765549341	1079.73923005648	349.145293787318
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025898	Cwf19l2	CWF19 like cell cycle control factor 2	244672	-0.189576236606017	-0.699774667351897	0.484068037555153	0.95292453224227	2485.33088371792	1300.90426645809	2179.11046030541	1043.03252401935
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025899	Alkbh8	alkB homolog 8, tRNA methyltransferase	67667	-0.0017129526155597	-0.0079187305086941	0.993681833217493	0.999746577130548	1322.32969894579	437.798851967791	1321.23874058229	643.89264056462
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025900	Rp1	retinitis pigmentosa 1 (human)	19888	0.237266593035925	0.811941976035281	0.416824926795551	0.937464870611879	1596.09158779646	983.528566240785	1880.82414734912	943.105694500431
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025902	Sox17	SRY (sex determining region Y)-box 17	20671	-0.231868630613422	-1.54168910792833	0.123149160026483	0.712813076662574	1008.70076117745	383.798674899532	858.582949633962	152.132757431466
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025903	Lypla1	lysophospholipase 1	18777	-0.197017773459614	-0.754900441877368	0.450308720638976	0.944586013061377	5066.10194210158	2270.42068180643	4419.26379601738	2341.88145468175
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025905	Oprk1	opioid receptor, kappa 1	18387	-0.617450943005637	-0.209421169525494	0.834119468250511		1.44846694216893	1.22419214534012	1.09853441773366	0.311593187956836
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025907	Rb1cc1	RB1-inducible coiled-coil 1	12421	-0.251722855455437	-0.870971090219135	0.383769938415441	0.928047785171051	10363.8907506103	6120.87376439389	8704.47274744461	4748.3634072775
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025909	Sntg1	syntrophin, gamma 1	71096	-1.4698593395674	-2.90829787520302	0.003634020088948	0.129925475145183	156.583070649209	189.583693927112	57.2328697604766	25.5801075283204
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025911	Adhfe1	alcohol dehydrogenase, iron containing, 1	76187	-1.14391872606292	-2.69209794304575	0.0071004089821608	0.19135225543652	1625.289642942	2586.25029522479	736.224843704093	738.022258284294
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025912	Mybl1	myeloblastosis oncogene-like 1	17864	-0.273587950295332	-0.794380114334587	0.426974177249901	0.939631009482098	229.185787022751	109.508085892592	189.687374635995	104.415875140865
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025915	Sgk3	serum/glucocorticoid regulated kinase 3	170755	-0.122775540673206	-0.55036497113297	0.582069069490753	0.972163453906485	2221.80874116648	752.631130166021	2040.50317496708	773.875873817247
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025916	Ppp1r42	protein phosphatase 1, regulatory subunit 42	69312	0.0406982162141234	0.1110295856532	0.91159288581276	0.997525553460582	92.6269107673824	78.6681983921404	95.1318919005067	57.1852994238682
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025917	Cops5	COP9 signalosome subunit 5	26754	0.0591158373879248	0.466703171826071	0.64071226014282	0.980031491204562	2059.09317051969	301.278761720801	2145.64865375549	560.525154567924
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025920	Stau2	staufen double-stranded RNA binding protein 2	29819	-0.0768707471585437	-0.343543317329277	0.731189758896657	0.984618171506329	672.276973932947	188.702691951333	637.612198186171	179.680770784787
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025921	Rdh10	retinol dehydrogenase 10 (all-trans)	98711	-0.140206742455875	-1.14507981481495	0.25217609620217	0.864608351533257	1313.67649921739	347.22685589289	1190.88919662828	252.084987922169
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025922	Rpl7-ps8	ribosomal protein L7, pseudogene 8	268809	-0.200142769581915	-0.453740069300002	0.650015923326422	0.980370637419638	4.6768169567463	2.16891578508813	4.04540550336143	1.78605947003108
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025925	Terf1	telomeric repeat binding factor 1	21749	-0.0518999113452162	-0.182991903463481	0.854804371453004	0.994382027752938	614.163456675467	330.94719735431	592.11605941711	262.773949521413
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025927	Tfap2b	transcription factor AP-2 beta	21419	0.110775982687269	0.0833371955361731	0.93358342538465		1.43910559245596	0.579215685495397	1.46505176660978	0.608036306295211
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025930	Msc	musculin	17681	0.214195843668598	0.548461972926889	0.58337473333719	0.972163453906485	40.0057312793022	39.5669974887411	46.3451069620916	24.654373045101
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025931	Paqr8	progestin and adipoQ receptor family member VIII	74229	0.196032694740964	0.95036365458392	0.341927505054472	0.909570434105651	1360.79885656884	661.868744487573	1557.8124880507	363.572398731911
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025932	Eya1	EYA transcriptional coactivator and phosphatase 1	14048	0.327270407997848	1.55785141298319	0.11926847513417	0.70725644851698	225.730353403016	105.912654145534	282.772279436703	101.221437867659
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025933	Tmem14a	transmembrane protein 14A	75712	-0.338817492903655	-2.33551537493354	0.0195165136659584	0.333774750363202	227.773325689973	55.4423061792672	179.96806046485	35.3899959632528
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025934	Gsta3	glutathione S-transferase, alpha 3	14859	-0.114779077914871	-0.449392608108715	0.653148462714856	0.980527390661461	10624.0493548684	6181.92020908559	9811.97496250772	9707.6287378655
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025935	Tram1	translocating chain-associating membrane protein 1	72265	-0.0826184300664965	-0.576420126251785	0.564331243881247	0.967504118065913	9149.73732381879	2046.06816574416	8640.05268354799	1795.50717370418
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025936				6.06549594277699	1.22352885713974	0.221130011707773	0.841838755593015	1.0	0.0	13.9983258731199	27.4031262395298
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025937	Lactb2	lactamase, beta 2	212442	0.0453660991814335	0.114823794253258	0.908584788706943	0.997525553460582	3934.36696186573	2559.38610162975	4059.49360226992	4905.47315659737
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025938	Slco5a1	solute carrier organic anion transporter family, member 5A1	240726	-0.286929794461754	-0.952801073820156	0.340690870135633	0.909570434105651	339.973601520377	237.435506026759	278.649608489921	72.8658074469093
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025939	Ube2w	ubiquitin-conjugating enzyme E2W (putative)	66799	-0.282851852990911	-1.16048286514244	0.245852266103998	0.85909161127001	2546.06617875534	1117.3725520054	2092.68941254025	816.644186902174
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025940	Tmem70	transmembrane protein 70	70397	-0.361297500019349	-1.61574479904582	0.10614950078701	0.682263367507886	1281.64271960113	710.481687882436	998.142621709388	316.309137198967
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025946	Pth2r	parathyroid hormone 2 receptor	213527	-1.0502885471018	-0.585749188802379	0.558044073630652		2.03121012185588	2.46565960083974	1.06343835588607	0.200609695616317
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025949	Pikfyve	phosphoinositide kinase, FYVE type zinc finger containing	18711	-0.24016994053619	-1.73182457003685	0.0833048021008642	0.630267732440538	4927.56723871595	1339.63849995455	4171.82108130938	802.86022657563
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025950	Idh1	isocitrate dehydrogenase 1 (NADP+), soluble	15926	-0.224551307255437	-0.818939310254389	0.41282104038028	0.936409669035813	8667.12511967111	6889.60437137379	7418.33820920399	5906.37876714676
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025955	Akr1cl	aldo-keto reductase family 1, member C-like	70861	-3.04059222036446	-3.44708326806411	0.000566673897719	0.0414245365350464	418.288136015233	986.353307083882	51.6316056538507	84.212839115891
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025956	Mettl21a	methyltransferase 21A, HSPA lysine	67099	-0.121275657780155	-0.961061156073728	0.33652141912961	0.908052204874926	430.27168769599	68.9968045888014	395.800451759765	57.3770022471114
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025958	Creb1	cAMP responsive element binding protein 1	12912	-0.0608339511608804	-0.503099516762182	0.614894306452268	0.976246027629137	6750.64457145569	1618.64406906408	6471.18599532767	1372.57949964599
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025959	Klf7	Kruppel-like transcription factor 7 (ubiquitous)	93691	0.0132325149937672	0.0749975718530084	0.940216643834154	0.998546404322362	5356.99553379296	1731.32056869433	5406.09605399836	1366.48458291387
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025961	4933402D24Rik	RIKEN cDNA 4933402D24 gene	74426	2.27099627864883	0.76395331127962	0.444895066101597		1.0	0.0	1.95712952817357	3.02670932483078
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025962	Fastkd2	FAST kinase domains 2	75619	0.0026571186923878	0.0116372761563104	0.990715006597443	0.999348664628304	900.284214559394	323.069981783099	902.125057205773	393.229066787876
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025963	Mdh1b	malate dehydrogenase 1B, NAD (soluble)	76668	0.253811999087946	0.836407804332876	0.402925523600187	0.93414324897148	270.28255848105	169.552522725458	321.639269436178	133.953743818315
M_FLIGHT_ISST_flight_vs_gc	ENSMUSG00000025964	Adam23	a disintegrin and metallopeptidase domain 23	23792	-0.309124988393257	-1.79196646888795	0.073138337366547	0.609947489289236	911.010902005799	461.01312302206	736.1624036419	277.120968179415
